n,score
23849,32164
23850,36184
23851,65504
23852,12260
23853,36476
23854,12472
23855,33984
23856,34316
23857,16000
23858,42916
23859,52232
23860,36716
23861,11144
23862,35452
23863,25684
23864,36112
23865,5384
23866,30880
23867,34400
23868,34460
23869,36164
23870,36420
23871,65760
23872,36788
23873,36508
23874,35732
23875,21544
23876,26952
23877,32724
23878,70540
23879,21876
23880,35576
23881,33900
23882,25480
23883,27156
23884,51256
23885,31500
23886,32504
23887,6792
23888,35860
23889,27200
23890,35848
23891,42472
23892,32316
23893,36084
23894,32148
23895,36244
23896,38476
23897,36412
23898,16196
23899,36132
23900,27364
23901,35784
23902,37004
23903,51144
23904,16048
23905,47420
23906,36300
23907,34676
23908,20740
23909,36132
23910,12064
23911,31476
23912,16040
23913,35724
23914,32012
23915,35840
23916,30932
23917,31616
23918,36284
23919,23188
23920,27048
23921,31004
23922,34468
23923,35820
23924,25796
23925,25112
23926,33540
23927,31428
23928,60296
23929,63924
23930,36160
23931,27508
23932,30136
23933,51616
23934,56152
23935,69116
23936,22848
23937,61232
23938,34172
23939,7172
23940,35764
23941,32016
23942,31472
23943,35960
23944,45028
23945,36176
23946,25724
23947,56364
23948,31932
23949,27704
23950,14468
23951,26880
23952,60732
23953,58492
23954,34416
23955,35304
23956,32860
23957,3444
23958,31012
23959,35488
23960,7204
23961,30384
23962,35372
23963,33948
23964,27060
23965,33740
23966,35396
23967,30212
23968,27120
23969,15472
23970,60516
23971,33788
23972,24780
23973,36140
23974,36148
23975,31432
23976,21464
23977,17936
23978,16076
23979,24248
23980,35132
23981,68968
23982,31000
23983,35700
23984,17636
23985,35252
23986,35328
23987,60236
23988,16384
23989,32132
23990,33592
23991,36480
23992,36188
23993,35768
23994,30132
23995,36664
23996,67600
23997,10456
23998,15220
23999,34436
24000,35476
24001,32356
24002,35080
24003,35360
24004,35728
24005,35488
24006,59712
24007,43216
24008,35788
24009,66952
24010,34452
24011,27536
24012,25736
24013,31924
24014,12272
24015,29312
24016,40956
24017,35476
24018,59920
24019,36664
24020,50980
24021,35524
24022,35620
24023,21428
24024,37752
24025,35380
24026,35624
24027,16000
24028,32644
24029,35744
24030,32240
24031,33152
24032,12220
24033,33144
24034,27144
24035,5604
24036,68860
24037,35220
24038,35476
24039,15600
24040,34660
24041,35856
24042,35104
24043,35292
24044,20088
24045,70104
24046,34464
24047,35416
24048,27172
24049,36332
24050,31800
24051,7092
24052,29004
24053,47588
24054,36036
24055,14644
24056,51768
24057,28232
24058,35720
24059,34652
24060,38092
24061,72280
24062,36100
24063,33304
24064,54756
24065,60124
24066,35888
24067,31620
24068,31752
24069,30560
24070,58628
24071,33528
24072,14460
24073,14368
24074,52220
24075,36180
24076,36940
24077,36460
24078,31412
24079,34724
24080,22096
24081,35408
24082,25024
24083,32084
24084,27188
24085,3440
24086,34272
24087,35812
24088,45280
24089,56076
24090,7256
24091,26700
24092,32404
24093,34232
24094,62064
24095,35144
24096,12052
24097,62732
24098,39536
24099,25592
24100,34548
24101,36248
24102,33532
24103,35432
24104,36412
24105,14492
24106,67712
24107,15976
24108,1896
24109,34440
24110,35536
24111,36084
24112,32208
24113,29756
24114,54236
24115,62596
24116,34144
24117,59288
24118,60484
24119,30484
24120,34340
24121,35212
24122,27252
24123,36080
24124,35392
24125,38060
24126,35360
24127,35348
24128,35624
24129,54704
24130,27192
24131,30392
24132,54316
24133,32124
24134,34484
24135,11348
24136,31228
24137,35824
24138,68896
24139,23340
24140,16008
24141,5780
24142,40172
24143,23492
24144,36068
24145,58636
24146,32164
24147,58596
24148,31636
24149,58240
24150,30560
24151,33292
24152,69720
24153,34620
24154,26160
24155,58524
24156,51928
24157,11428
24158,25384
24159,14456
24160,32024
24161,31440
24162,41088
24163,21572
24164,33496
24165,35820
24166,14412
24167,41268
24168,32252
24169,59168
24170,32208
24171,58128
24172,41504
24173,3412
24174,59848
24175,16672
24176,27424
24177,35360
24178,36032
24179,32072
24180,33600
24181,30416
24182,34660
24183,33140
24184,35424
24185,16308
24186,34236
24187,29012
24188,23304
24189,60416
24190,31548
24191,35508
24192,12212
24193,32312
24194,3360
24195,31964
24196,36420
24197,50976
24198,30568
24199,35260
24200,14428
24201,32276
24202,16892
24203,30376
24204,35936
24205,36152
24206,33492
24207,36352
24208,33028
24209,55784
24210,32120
24211,1760
24212,36028
24213,39152
24214,32448
24215,36032
24216,76432
24217,13740
24218,36688
24219,35700
24220,36088
24221,35244
24222,23504
24223,35800
24224,31848
24225,50948
24226,36188
24227,2284
24228,35844
24229,27572
24230,16188
24231,51264
24232,35992
24233,32936
24234,35840
24235,35476
24236,36160
24237,34144
24238,57932
24239,32620
24240,35404
24241,24896
24242,32272
24243,34400
24244,36160
24245,35376
24246,34660
24247,36988
24248,31636
24249,34192
24250,36008
24251,43172
24252,66880
24253,35328
24254,25596
24255,6376
24256,34456
24257,34028
24258,41672
24259,14328
24260,27260
24261,33704
24262,31048
24263,27852
24264,31888
24265,35440
24266,32924
24267,35620
24268,54728
24269,16112
24270,32976
24271,31276
24272,32316
24273,55220
24274,35552
24275,16168
24276,32196
24277,35940
24278,34212
24279,35928
24280,34656
24281,51400
24282,36736
24283,35928
24284,35100
24285,36488
24286,27844
24287,36332
24288,29732
24289,28296
24290,25996
24291,34784
24292,34608
24293,27208
24294,35396
24295,36464
24296,51756
24297,50048
24298,32524
24299,35352
24300,36032
24301,19340
24302,12072
24303,25552
24304,55364
24305,34592
24306,34448
24307,16100
24308,32872
24309,43888
24310,60388
24311,27052
24312,16052
24313,12764
24314,36352
24315,33368
24316,60744
24317,21828
24318,36160
24319,32032
24320,34448
24321,36088
24322,35848
24323,37988
24324,34648
24325,36396
24326,61244
24327,35376
24328,14492
24329,59540
24330,17028
24331,34752
24332,57596
24333,49296
24334,21484
24335,36900
24336,34848
24337,32412
24338,12212
24339,31568
24340,25592
24341,34512
24342,36120
24343,34164
24344,36048
24345,36172
24346,70920
24347,35084
24348,34780
24349,35272
24350,14600
24351,10348
24352,35480
24353,34816
24354,36212
24355,31548
24356,35948
24357,5992
24358,30560
24359,30628
24360,34276
24361,31464
24362,32012
24363,34200
24364,3404
24365,36012
24366,31792
24367,23996
24368,30460
24369,31212
24370,32244
24371,34172
24372,68656
24373,32104
24374,55032
24375,35248
24376,59340
24377,32152
24378,16104
24379,34536
24380,34804
24381,36012
24382,22776
24383,69452
24384,29784
24385,35420
24386,34400
24387,15576
24388,35608
24389,60464
24390,59960
24391,63572
24392,39268
24393,32004
24394,3240
24395,30700
24396,35452
24397,33860
24398,35112
24399,51128
24400,29652
24401,15372
24402,32428
24403,35920
24404,32068
24405,50016
24406,55676
24407,35796
24408,58968
24409,35180
24410,32564
24411,36024
24412,16028
24413,35972
24414,34864
24415,25556
24416,36148
24417,34968
24418,35980
24419,35984
24420,15332
24421,35808
24422,37592
24423,34368
24424,21808
24425,54404
24426,34720
24427,52936
24428,35788
24429,60236
24430,69312
24431,36108
24432,25492
24433,22892
24434,7200
24435,31788
24436,35328
24437,39816
24438,35864
24439,65052
24440,35236
24441,34192
24442,32300
24443,35996
24444,62200
24445,35544
24446,33808
24447,16024
24448,35900
24449,35372
24450,35096
24451,16340
24452,35420
24453,32244
24454,37784
24455,65348
24456,32056
24457,60372
24458,35148
24459,34244
24460,35392
24461,54656
24462,16832
24463,21852
24464,74836
24465,30428
24466,35984
24467,27480
24468,34452
24469,34668
24470,34460
24471,34300
24472,35468
24473,14624
24474,33548
24475,15124
24476,15552
24477,6288
24478,27268
24479,27252
24480,12340
24481,56216
24482,16144
24483,35844
24484,28044
24485,33840
24486,29916
24487,35716
24488,44288
24489,36612
24490,36048
24491,17356
24492,5880
24493,32312
24494,54680
24495,5664
24496,21264
24497,35884
24498,29420
24499,32800
24500,25516
24501,51796
24502,14508
24503,54220
24504,26392
24505,25876
24506,36260
24507,36024
24508,31868
24509,35964
24510,67500
24511,36232
24512,36204
24513,29884
24514,3988
24515,34640
24516,57464
24517,35848
24518,6824
24519,35432
24520,34408
24521,33088
24522,36340
24523,31824
24524,16100
24525,34984
24526,52060
24527,7164
24528,35832
24529,16204
24530,56352
24531,35196
24532,35688
24533,39100
24534,33972
24535,58860
24536,34508
24537,18320
24538,58848
24539,4824
24540,35420
24541,36544
24542,35564
24543,23404
24544,18340
24545,11424
24546,16056
24547,36072
24548,40968
24549,36348
24550,36120
24551,13356
24552,36592
24553,34684
24554,5760
24555,34144
24556,27520
24557,35968
24558,35536
24559,32264
24560,67408
24561,26080
24562,39868
24563,32024
24564,33400
24565,33016
24566,7340
24567,33680
24568,34364
24569,33932
24570,14408
24571,36012
24572,33500
24573,15204
24574,1828
24575,62100
24576,34384
24577,35512
24578,33956
24579,33692
24580,26976
24581,32032
24582,35700
24583,65392
24584,10740
24585,56176
24586,34516
24587,35512
24588,5908
24589,35596
24590,52172
24591,36288
24592,36012
24593,39440
24594,27508
24595,30924
24596,39312
24597,35560
24598,23000
24599,12160
24600,35324
24601,80188
24602,70760
24603,16132
24604,34768
24605,57776
24606,33980
24607,47084
24608,70872
24609,15860
24610,27188
24611,51752
24612,32204
24613,34980
24614,35928
24615,45784
24616,36188
24617,27232
24618,31504
24619,35272
24620,25556
24621,34360
24622,36336
24623,35328
24624,64636
24625,58640
24626,23336
24627,31612
24628,41836
24629,23220
24630,12720
24631,30992
24632,34100
24633,35196
24634,46476
24635,47492
24636,34792
24637,37804
24638,35952
24639,35052
24640,55124
24641,35656
24642,16176
24643,23900
24644,35544
24645,15292
24646,35140
24647,31788
24648,35548
24649,59528
24650,27940
24651,43056
24652,58496
24653,62800
24654,32208
24655,34432
24656,34612
24657,32156
24658,33948
24659,35840
24660,34548
24661,56336
24662,32460
24663,35484
24664,27532
24665,30180
24666,24668
24667,26908
24668,26844
24669,34388
24670,69376
24671,3468
24672,34460
24673,35832
24674,16160
24675,35864
24676,55920
24677,5740
24678,35332
24679,30896
24680,35568
24681,35992
24682,16008
24683,34060
24684,64720
24685,7192
24686,35952
24687,33708
24688,33744
24689,33800
24690,25528
24691,55668
24692,35620
24693,14472
24694,25460
24695,6864
24696,35868
24697,60496
24698,33588
24699,65028
24700,34504
24701,30908
24702,33236
24703,28008
24704,34236
24705,36116
24706,56644
24707,12152
24708,36776
24709,55552
24710,36152
24711,36600
24712,30496
24713,30240
24714,25692
24715,65552
24716,35920
24717,58760
24718,54304
24719,35356
24720,50336
24721,32120
24722,31500
24723,32676
24724,36512
24725,14272
24726,33016
24727,15792
24728,35424
24729,48356
24730,55612
24731,36068
24732,23924
24733,14436
24734,33992
24735,30484
24736,34316
24737,30116
24738,35812
24739,32128
24740,31308
24741,48904
24742,36124
24743,35144
24744,27208
24745,32240
24746,25656
24747,36624
24748,34360
24749,40640
24750,35484
24751,54972
24752,33884
24753,32008
24754,12152
24755,60744
24756,40476
24757,35116
24758,49744
24759,46240
24760,71192
24761,34180
24762,34296
24763,29988
24764,34452
24765,12372
24766,35820
24767,40432
24768,31776
24769,26500
24770,26684
24771,27548
24772,37904
24773,47468
24774,36316
24775,36124
24776,36904
24777,13908
24778,35872
24779,35492
24780,31212
24781,31332
24782,61076
24783,26500
24784,36012
24785,54528
24786,56716
24787,31680
24788,59696
24789,8684
24790,12832
24791,25892
24792,54596
24793,34572
24794,27096
24795,32576
24796,33840
24797,35996
24798,34500
24799,19972
24800,33964
24801,51980
24802,35112
24803,35556
24804,34792
24805,32580
24806,72636
24807,32960
24808,36864
24809,36220
24810,23244
24811,58744
24812,47556
24813,43264
24814,7176
24815,34344
24816,41484
24817,36108
24818,36348
24819,12100
24820,28280
24821,11956
24822,26508
24823,36124
24824,61288
24825,32996
24826,61024
24827,36636
24828,19656
24829,39688
24830,36232
24831,1720
24832,52300
24833,36928
24834,27236
24835,32072
24836,64468
24837,34508
24838,36612
24839,16812
24840,32428
24841,27196
24842,16680
24843,27140
24844,36636
24845,35872
24846,76340
24847,40068
24848,46096
24849,38452
24850,3128
24851,35068
24852,35304
24853,38100
24854,35512
24855,63772
24856,36068
24857,25752
24858,13656
24859,49664
24860,12192
24861,37000
24862,36984
24863,34632
24864,16228
24865,42208
24866,27544
24867,35688
24868,37644
24869,30664
24870,35476
24871,16792
24872,60396
24873,26876
24874,11464
24875,31404
24876,51324
24877,36132
24878,17720
24879,27716
24880,35428
24881,46884
24882,19224
24883,39660
24884,34564
24885,35952
24886,30788
24887,7080
24888,13888
24889,16084
24890,35472
24891,15936
24892,60008
24893,25684
24894,35896
24895,26148
24896,56512
24897,16184
24898,32284
24899,32252
24900,30216
24901,35932
24902,50580
24903,15632
24904,26868
24905,35600
24906,39868
24907,12256
24908,35120
24909,35956
24910,16084
24911,34560
24912,36544
24913,7232
24914,37916
24915,47028
24916,39012
24917,67512
24918,35060
24919,51972
24920,32016
24921,24180
24922,10728
24923,32356
24924,40144
24925,56280
24926,32604
24927,7072
24928,36240
24929,16080
24930,35616
24931,32568
24932,35492
24933,36084
24934,12084
24935,27928
24936,59616
24937,32016
24938,14300
24939,25580
24940,30564
24941,27448
24942,40840
24943,35664
24944,26064
24945,65628
24946,26864
24947,12204
24948,25544
24949,35792
24950,31892
24951,37616
24952,36136
24953,49788
24954,52388
24955,34476
24956,25752
24957,60628
24958,34220
24959,22480
24960,78416
24961,42576
24962,32500
24963,68300
24964,34480
24965,31264
24966,35816
24967,32372
24968,26192
24969,33912
24970,34632
24971,34160
24972,34288
24973,27688
24974,60116
24975,27272
24976,34068
24977,16508
24978,35944
24979,12184
24980,35572
24981,32952
24982,35860
24983,34492
24984,32136
24985,27440
24986,36592
24987,23848
24988,34672
24989,27104
24990,35772
24991,12032
24992,36124
24993,34396
24994,16348
24995,52676
24996,31980
24997,55568
24998,34088
24999,12152
25000,34532
25001,7196
25002,35596
25003,53164
25004,23800
25005,25652
25006,66868
25007,35760
25008,63688
25009,47052
25010,35456
25011,36120
25012,56856
25013,36768
25014,26256
25015,35188
25016,34344
25017,21748
25018,34808
25019,34840
25020,36016
25021,35908
25022,34396
25023,36352
25024,10736
25025,29044
25026,55820
25027,34576
25028,27244
25029,34436
25030,60216
25031,35848
25032,36024
25033,32216
25034,34512
25035,34372
25036,32100
25037,34524
25038,30548
25039,32216
25040,7172
25041,35476
25042,15912
25043,35440
25044,36840
25045,34696
25046,32292
25047,36288
25048,38340
25049,36144
25050,35716
25051,8824
25052,35992
25053,40752
25054,27472
25055,35516
25056,35480
25057,30132
25058,35376
25059,36092
25060,38460
25061,35532
25062,36612
25063,36152
25064,35972
25065,35328
25066,31852
25067,36864
25068,30700
25069,69088
25070,31720
25071,3336
25072,27148
25073,40060
25074,66844
25075,35420
25076,43316
25077,35064
25078,33028
25079,36104
25080,16228
25081,69780
25082,11872
25083,36056
25084,7072
25085,33812
25086,35476
25087,31600
25088,67396
25089,35400
25090,12028
25091,68872
25092,13568
25093,38640
25094,30368
25095,47476
25096,36248
25097,58768
25098,12264
25099,45100
25100,2844
25101,60364
25102,34176
25103,36428
25104,16076
25105,34388
25106,31508
25107,32392
25108,34756
25109,35056
25110,44228
25111,34784
25112,57520
25113,32440
25114,35344
25115,60908
25116,35724
25117,30684
25118,35408
25119,33444
25120,40204
25121,59728
25122,32372
25123,49864
25124,32228
25125,27140
25126,36120
25127,25500
25128,12268
25129,34428
25130,16092
25131,19628
25132,25428
25133,19852
25134,33972
25135,59936
25136,26720
25137,41316
25138,34520
25139,36168
25140,41636
25141,34432
25142,36000
25143,35676
25144,32840
25145,35488
25146,41916
25147,31040
25148,32184
25149,16068
25150,7524
25151,21292
25152,16260
25153,36216
25154,35984
25155,12304
25156,49204
25157,16060
25158,27808
25159,37804
25160,35508
25161,39752
25162,11928
25163,16088
25164,52020
25165,35100
25166,23464
25167,32200
25168,34452
25169,30376
25170,27112
25171,35860
25172,69200
25173,35368
25174,36176
25175,33272
25176,5796
25177,27236
25178,35416
25179,32036
25180,34424
25181,7172
25182,35356
25183,31728
25184,36096
25185,33344
25186,29736
25187,35200
25188,35280
25189,26940
25190,15880
25191,43592
25192,35836
25193,13552
25194,30936
25195,31684
25196,33664
25197,26812
25198,36024
25199,33572
25200,27100
25201,36148
25202,35888
25203,49648
25204,60276
25205,32076
25206,31668
25207,35876
25208,31984
25209,32340
25210,30380
25211,36508
25212,14216
25213,31256
25214,43340
25215,33152
25216,32364
25217,35932
25218,32072
25219,29664
25220,35180
25221,34116
25222,44548
25223,36360
25224,40684
25225,17852
25226,36272
25227,32860
25228,36212
25229,32596
25230,71008
25231,36488
25232,31144
25233,37336
25234,35472
25235,31500
25236,12192
25237,31820
25238,30740
25239,36008
25240,16056
25241,36164
25242,32652
25243,16072
25244,32016
25245,15472
25246,59836
25247,7120
25248,35848
25249,16728
25250,32028
25251,38280
25252,35052
25253,30320
25254,41020
25255,35192
25256,36148
25257,30044
25258,60288
25259,50708
25260,34388
25261,43952
25262,35388
25263,35824
25264,14652
25265,21408
25266,34180
25267,33724
25268,25512
25269,32100
25270,39112
25271,36400
25272,24540
25273,19684
25274,42780
25275,25908
25276,10544
25277,34552
25278,59608
25279,35908
